date,temperature_c,humidity_percent,wind_speed_kmph,pressure_hpa,cloud_cover_percent,dew_point_c,visibility_km,rainfall_mm
2020-08-30,35.64,84.41,12.33,1022.01,25.13,12.07,5.04,1.83
2020-08-31,17.52,88.01,33.42,1003.02,90.97,12.48,2.37,8.14
2020-09-01,11.09,43.13,37.01,1011.53,29.4,19.89,7.1,0.83
2020-09-02,19.18,96.18,22.41,1018.5,37.16,29.95,7.55,2.37
2020-09-03,30.83,23.99,46.88,1001.02,10.21,17.94,4.26,0.18
2020-09-04,11.8,31.99,36.83,1017.57,90.0,28.41,8.06,0.16
2020-09-05,27.37,63.01,22.9,987.99,28.61,24.66,3.16,11.48
2020-09-06,30.89,66.06,28.47,987.16,25.89,24.9,7.23,6.66
2020-09-07,21.7,71.61,34.63,1009.59,92.03,15.9,7.57,3.02
2020-09-08,36.98,21.36,29.61,1019.16,80.55,14.66,9.72,2.98
2020-09-09,13.73,96.83,43.93,1020.16,14.11,9.8,3.09,5.53
2020-09-10,12.63,23.57,17.84,1008.97,76.93,29.1,1.84,1.67
2020-09-11,35.49,31.44,14.99,1003.65,91.3,28.98,3.37,5.74
2020-09-12,27.34,21.12,10.69,994.91,7.85,23.68,2.11,2.65
2020-09-13,34.09,65.35,1.89,1024.1,82.52,12.41,2.53,4.06
2020-09-14,25.22,94.58,2.15,994.39,54.74,11.13,4.01,13.39
2020-09-15,18.62,73.28,43.5,1013.49,66.92,29.72,4.73,2.55
2020-09-16,38.67,85.81,33.92,1003.94,49.29,6.66,9.13,2.17
2020-09-17,37.98,21.06,33.03,1007.38,69.78,26.09,2.76,9.45
2020-09-18,34.31,63.36,30.73,997.71,3.41,13.89,9.75,9.31
2020-09-19,19.53,56.77,42.46,1023.42,76.27,15.47,8.29,19.53
2020-09-20,30.66,59.92,24.01,1005.73,3.33,25.8,8.93,3.2
2020-09-21,22.63,25.78,43.52,1022.2,45.53,7.27,9.36,1.69
2020-09-22,13.21,74.75,17.97,980.34,15.1,13.85,7.78,1.1
2020-09-23,42.11,60.26,46.34,1005.77,82.36,28.8,8.1,0.14
2020-09-24,14.79,81.21,34.93,1012.27,31.37,22.48,4.94,5.19
2020-09-25,43.26,58.82,12.86,1013.53,45.41,23.87,5.59,1.06
2020-09-26,25.61,31.95,28.2,1020.72,42.88,23.94,9.39,3.73
2020-09-27,16.48,71.86,26.65,980.2,77.25,6.51,4.4,9.94
2020-09-28,28.97,33.79,6.89,980.01,48.11,10.08,1.38,12.0
2020-09-29,40.55,89.79,29.56,1001.25,78.9,17.28,7.86,0.02
2020-09-30,35.63,69.05,15.74,981.32,7.35,14.2,6.16,1.53
2020-10-01,38.23,32.58,2.62,1023.85,19.16,15.27,8.33,7.27
2020-10-02,33.06,96.99,47.43,989.99,55.15,24.54,1.68,3.08
2020-10-03,34.23,61.47,32.07,1001.27,94.71,5.37,6.59,6.59
2020-10-04,39.72,25.83,43.85,982.75,7.48,21.51,3.23,7.68
2020-10-05,18.74,70.15,33.8,1003.49,4.31,5.0,9.13,2.34
2020-10-06,27.13,40.26,17.85,997.1,15.66,6.58,1.99,1.78
2020-10-07,17.74,84.3,25.63,982.01,64.12,15.21,8.59,2.43
2020-10-08,44.57,85.43,33.79,995.08,39.9,26.02,1.8,4.23
2020-10-09,43.04,98.32,48.01,997.61,82.56,8.62,1.23,1.83
2020-10-10,11.38,60.15,12.68,1024.55,7.19,18.87,3.12,5.97
2020-10-11,34.7,56.4,43.75,989.35,19.64,21.96,4.0,9.37
2020-10-12,42.38,80.28,46.2,1004.52,30.0,10.74,6.64,1.33
2020-10-13,16.32,30.6,33.52,1024.43,62.67,17.81,2.19,13.41
2020-10-14,29.88,63.75,46.56,1015.64,68.52,27.79,4.94,3.9
2020-10-15,42.04,63.7,19.89,1024.7,12.42,17.81,2.84,8.42
2020-10-16,11.19,27.16,47.65,1023.57,94.38,8.93,8.7,0.44
2020-10-17,34.41,53.44,35.14,1002.03,34.1,20.7,1.4,1.16
2020-10-18,20.41,88.26,2.1,1011.34,71.32,19.81,4.2,1.55
2020-10-19,42.35,88.49,45.34,984.97,52.42,5.67,6.68,1.44
2020-10-20,43.99,27.94,24.22,999.85,22.28,7.26,9.22,0.75
2020-10-21,43.05,27.26,23.02,1016.41,84.62,8.92,8.81,8.11
2020-10-22,26.6,41.02,28.32,1002.74,81.82,8.41,9.06,2.17
2020-10-23,40.17,89.98,7.47,1011.62,39.61,11.49,1.57,13.2
2020-10-24,39.56,30.31,23.46,1013.56,58.86,16.35,8.57,3.5
2020-10-25,21.17,77.6,41.56,991.41,25.78,14.29,8.02,0.6
2020-10-26,39.01,28.09,0.77,1019.41,68.99,27.27,9.12,3.16
2020-10-27,11.3,69.85,13.65,1000.69,30.9,20.3,3.8,20.17
2020-10-28,30.87,48.49,0.12,989.46,84.41,26.9,9.21,3.33
2020-10-29,18.05,83.11,20.79,1018.94,21.74,18.18,4.62,0.01
2020-10-30,14.22,38.7,36.42,998.8,1.48,7.25,6.71,10.82
2020-10-31,12.69,71.14,39.94,1013.76,26.85,16.58,4.82,1.07
2020-11-01,34.37,38.85,47.26,1004.66,19.11,25.55,4.85,4.67
2020-11-02,21.9,77.09,30.43,997.18,50.83,9.85,5.92,2.9
2020-11-03,35.37,89.89,12.73,1016.44,20.37,7.28,4.2,1.57
2020-11-04,12.29,30.14,46.21,1006.3,76.32,13.24,8.13,1.33
2020-11-05,21.04,89.33,38.77,997.58,24.14,14.72,6.7,10.57
2020-11-06,28.88,67.49,28.72,984.93,70.7,12.66,7.21,9.72
2020-11-07,37.68,30.17,34.78,1020.3,57.85,8.38,3.08,2.88
2020-11-08,21.16,54.2,46.22,981.6,98.62,11.27,9.73,1.2
2020-11-09,31.91,32.87,35.62,1018.84,99.99,22.06,6.94,0.43
2020-11-10,41.01,76.03,18.42,996.2,86.95,14.65,2.77,0.68
2020-11-11,31.56,80.71,35.65,1008.77,76.0,20.81,7.75,2.95
2020-11-12,18.15,28.46,2.01,1021.5,38.65,18.41,2.56,1.47
2020-11-13,10.85,60.49,19.32,986.83,75.33,18.73,1.57,0.17
2020-11-14,40.45,85.17,20.32,1005.51,95.67,11.21,5.75,2.43
2020-11-15,10.74,94.89,8.34,1014.4,2.34,18.04,5.98,5.48
2020-11-16,40.61,61.08,1.15,1014.09,53.79,5.59,2.7,8.89
2020-11-17,28.51,96.02,6.67,1003.65,21.8,15.79,4.14,3.52
2020-11-18,42.87,62.86,32.73,1008.11,55.79,19.32,9.51,5.14
2020-11-19,37.96,51.54,40.11,1014.09,46.64,9.55,3.57,1.81
2020-11-20,44.93,87.86,49.41,1017.85,57.58,11.41,2.4,2.74
2020-11-21,22.27,59.44,17.32,1014.28,55.1,10.49,9.93,5.23
2020-11-22,36.85,57.75,29.97,995.93,96.01,6.76,3.72,5.2
2020-11-23,24.07,59.22,46.86,1024.85,55.22,13.7,7.12,2.21
2020-11-24,26.8,87.74,8.35,999.55,84.62,29.47,3.08,3.14
2020-11-25,31.96,86.56,35.88,981.1,31.98,13.85,5.95,10.3
2020-11-26,40.58,52.28,37.75,996.32,43.81,16.51,4.48,4.0
2020-11-27,44.44,46.66,4.45,985.75,47.04,21.33,9.65,4.12
2020-11-28,36.89,59.35,43.06,985.46,27.87,21.21,4.9,6.14
2020-11-29,24.62,65.82,40.66,992.67,37.98,28.75,6.26,0.49
2020-11-30,24.75,39.07,1.67,982.4,59.85,26.44,9.5,2.96
2020-12-01,35.82,83.52,4.55,1010.98,58.02,24.85,9.9,12.82
2020-12-02,18.36,58.92,2.46,983.33,63.64,28.79,1.91,1.8
2020-12-03,13.87,46.72,16.74,989.15,35.18,10.77,8.51,1.4
2020-12-04,22.41,28.55,25.46,984.18,31.58,20.43,4.44,3.68
2020-12-05,20.05,39.11,26.62,982.84,61.16,27.18,6.35,1.0
2020-12-06,20.37,95.94,13.38,992.05,13.29,20.6,4.38,3.25
2020-12-07,18.18,44.41,45.58,1005.74,25.3,29.44,4.61,0.68
2020-12-08,11.47,33.51,18.41,1023.41,4.21,7.51,2.43,3.47
2020-12-09,10.63,56.85,2.28,1019.4,7.26,15.98,6.15,3.69
2020-12-10,44.57,44.57,15.01,1019.42,24.34,29.43,5.92,2.17
2020-12-11,24.97,22.81,26.56,987.92,1.95,14.49,2.7,1.93
2020-12-12,23.45,45.85,20.41,991.92,24.54,23.49,5.88,1.13
2020-12-13,33.79,63.53,13.69,983.44,65.5,5.76,9.76,1.61
2020-12-14,17.64,64.14,6.57,1015.03,6.11,22.37,7.43,2.76
2020-12-15,43.25,48.52,40.96,983.14,43.67,28.37,5.33,1.14
2020-12-16,37.52,55.78,49.81,1005.05,91.31,14.57,9.24,6.11
2020-12-17,13.13,97.24,16.48,991.15,79.13,5.53,6.18,4.94
2020-12-18,24.62,50.19,19.08,990.96,30.54,5.7,2.22,1.26
2020-12-19,40.77,40.66,30.9,1024.58,92.48,27.3,5.93,0.41
2020-12-20,43.07,39.48,35.92,1014.06,32.96,23.06,2.63,0.0
2020-12-21,26.36,56.62,19.6,1017.66,7.25,7.67,7.91,3.63
2020-12-22,31.47,80.76,45.25,1005.74,99.41,6.36,9.7,0.95
2020-12-23,15.85,36.48,28.0,1019.2,87.0,25.12,4.25,0.05
2020-12-24,44.69,76.74,22.52,1009.05,46.59,25.25,4.91,1.78
2020-12-25,18.11,21.69,32.33,1022.58,66.64,8.01,4.79,13.08
2020-12-26,43.0,53.51,47.64,992.66,67.12,12.54,3.57,4.68
2020-12-27,32.74,82.07,39.73,1006.79,19.45,24.5,8.15,7.8
2020-12-28,31.27,47.1,2.0,1011.06,20.0,18.14,6.56,0.63
2020-12-29,27.94,65.1,16.62,997.68,46.96,28.91,1.58,0.3
2020-12-30,18.07,36.4,23.53,1019.59,91.16,17.03,8.55,0.05
2020-12-31,16.18,79.36,15.73,1024.09,1.0,21.92,2.68,12.46
2021-01-01,17.72,24.18,35.01,1002.22,78.25,17.74,9.81,1.43
2021-01-02,16.53,88.2,41.31,997.58,5.75,28.57,4.39,2.46
2021-01-03,37.29,35.86,36.57,1001.24,47.82,14.97,6.55,2.01
2021-01-04,22.25,89.95,49.47,1018.37,63.79,10.74,1.7,5.24
2021-01-05,12.02,48.2,13.63,1009.05,68.68,13.17,4.1,1.48
2021-01-06,43.92,77.81,43.75,982.01,5.85,26.32,8.22,3.07
2021-01-07,40.93,45.54,38.33,1004.4,41.86,17.45,5.29,21.69
2021-01-08,42.47,92.47,18.11,980.78,58.38,13.86,9.14,2.35
2021-01-09,44.82,30.13,36.71,1015.03,6.6,18.61,6.18,3.21
2021-01-10,16.09,34.28,5.2,994.77,13.51,8.33,9.36,2.79
2021-01-11,23.87,59.44,39.47,1001.24,66.36,5.13,9.84,6.5
2021-01-12,36.54,26.56,26.62,1015.94,52.16,12.01,5.09,1.24
2021-01-13,34.36,35.68,14.61,982.09,16.18,20.13,6.09,0.75
2021-01-14,15.39,95.5,32.79,987.13,53.52,22.79,8.51,5.61
2021-01-15,38.55,98.12,32.08,997.91,91.27,25.67,2.99,2.15
2021-01-16,17.86,50.1,10.47,990.35,1.56,28.17,8.75,9.8
2021-01-17,17.83,93.86,1.52,995.21,64.26,15.3,6.33,4.13
2021-01-18,28.79,63.59,21.68,1024.92,7.37,23.51,7.53,3.32
2021-01-19,30.75,41.58,28.48,1017.14,0.64,6.87,1.72,0.29
2021-01-20,30.3,76.19,43.83,1019.78,15.07,6.44,7.9,5.24
2021-01-21,13.2,72.71,46.41,1022.17,42.29,8.12,3.8,4.63
2021-01-22,40.71,99.13,26.44,995.34,80.23,16.21,8.25,4.09
2021-01-23,19.3,41.2,37.69,993.37,28.18,10.28,5.58,1.25
2021-01-24,14.53,73.76,21.97,990.53,62.57,12.17,3.47,11.73
2021-01-25,41.11,24.16,37.3,1017.36,41.12,21.2,9.57,1.55
2021-01-26,43.45,29.09,10.24,1010.58,23.43,13.96,7.89,0.66
2021-01-27,40.17,20.31,18.55,990.63,51.42,18.93,9.87,17.43
2021-01-28,38.33,99.96,31.71,996.96,79.75,15.31,4.28,5.49
2021-01-29,32.93,84.18,0.91,1002.8,83.25,9.22,6.84,2.14
2021-01-30,29.28,82.94,36.12,1003.77,84.65,6.85,6.5,10.99
2021-01-31,13.04,60.78,41.78,1019.99,33.86,10.91,7.19,0.38
2021-02-01,24.3,44.01,19.96,997.13,79.35,6.44,1.34,0.37
2021-02-02,23.04,32.1,22.4,1020.88,21.22,20.47,3.63,4.59
2021-02-03,19.09,42.77,42.56,999.86,73.84,24.89,9.18,0.78
2021-02-04,35.32,50.08,38.78,1013.59,94.84,13.49,4.81,9.96
2021-02-05,27.36,80.5,14.41,1021.86,1.37,14.68,9.65,7.34
2021-02-06,12.84,63.17,16.2,1020.84,44.04,25.4,2.92,1.46
2021-02-07,17.71,26.2,33.94,982.56,64.78,10.57,9.98,8.79
2021-02-08,33.91,21.44,28.16,989.26,70.18,7.98,7.28,0.18
2021-02-09,12.66,28.19,8.11,1001.46,17.61,17.53,7.99,3.18
2021-02-10,39.79,52.84,15.5,999.42,97.22,21.15,4.57,10.97
2021-02-11,27.33,94.66,45.0,1008.84,61.53,19.99,9.16,7.73
2021-02-12,26.82,70.99,34.41,1022.51,16.43,22.85,5.91,1.76
2021-02-13,30.73,84.15,49.3,985.06,2.05,6.42,7.13,0.81
2021-02-14,38.86,57.31,38.35,1000.33,78.33,15.71,1.85,0.95
2021-02-15,22.17,48.93,47.1,988.66,7.97,10.96,6.69,2.89
2021-02-16,33.73,28.67,10.81,1020.23,14.11,23.98,8.91,3.63
2021-02-17,29.8,90.07,38.57,1023.41,57.48,26.82,2.6,0.13
2021-02-18,19.35,82.65,1.01,1001.54,60.35,12.03,7.64,2.13
2021-02-19,40.75,33.45,33.54,984.68,68.69,7.38,1.23,7.1
2021-02-20,37.91,60.98,23.46,1015.34,39.35,11.34,9.34,2.35
2021-02-21,33.05,58.99,17.34,1011.37,77.39,7.6,9.85,0.74
2021-02-22,39.77,70.01,43.12,995.96,97.44,13.06,4.19,12.39
2021-02-23,40.36,95.69,42.71,1019.93,27.11,18.45,1.96,1.24
2021-02-24,34.79,66.38,1.12,1023.91,70.3,29.34,6.93,6.41
2021-02-25,39.3,63.22,30.48,1005.1,92.85,14.98,1.27,0.86
2021-02-26,34.41,24.03,18.39,1005.46,68.63,10.5,5.34,2.2
2021-02-27,33.8,25.03,20.78,993.39,68.11,9.17,3.45,2.7
2021-02-28,31.65,34.99,41.6,1006.3,22.38,9.33,5.26,2.78
2021-03-01,36.35,22.6,15.49,999.78,53.51,9.81,1.16,2.91
2021-03-02,15.55,79.47,47.15,993.6,56.25,24.06,1.46,1.02
2021-03-03,40.83,77.87,8.98,983.02,70.01,6.53,1.14,2.9
2021-03-04,40.51,30.88,33.14,991.37,99.68,29.94,6.57,2.63
2021-03-05,11.02,86.89,33.61,988.9,3.36,18.07,6.04,0.94
2021-03-06,38.9,32.38,12.61,1004.39,6.52,18.61,3.1,17.76
2021-03-07,14.51,44.09,16.24,1007.08,7.8,13.94,6.82,8.03
2021-03-08,21.73,39.92,41.74,1007.39,74.3,22.26,8.96,8.74
2021-03-09,36.02,49.78,38.09,997.47,13.64,16.79,3.5,4.63
2021-03-10,15.63,40.37,16.45,998.96,62.25,13.23,8.49,0.7
2021-03-11,38.63,59.12,26.7,1017.54,32.47,11.63,6.96,3.36
2021-03-12,39.12,52.59,3.08,1001.43,45.73,28.14,1.3,6.89
2021-03-13,27.76,98.93,10.44,1024.45,21.57,12.27,4.38,0.16
2021-03-14,10.22,24.47,24.29,999.78,86.61,15.91,5.57,2.74
2021-03-15,20.05,31.37,4.3,1009.23,58.62,13.76,7.59,2.02
2021-03-16,31.59,24.23,42.17,982.27,94.46,7.15,3.58,0.95
2021-03-17,44.34,70.07,35.9,1009.4,57.46,9.65,9.84,1.9
2021-03-18,32.11,24.36,47.18,1018.31,12.39,9.74,7.16,16.42
2021-03-19,19.09,86.92,34.67,1022.41,17.09,22.34,4.36,5.14
2021-03-20,32.19,60.96,47.02,1024.88,98.91,15.16,1.87,1.42
2021-03-21,28.9,62.16,27.73,992.7,72.56,24.55,2.63,3.72
2021-03-22,37.29,64.93,30.01,1005.89,4.93,22.72,5.39,1.13
2021-03-23,13.74,33.67,48.85,1000.28,70.38,9.8,5.45,3.78
2021-03-24,36.64,35.82,32.11,1005.37,41.22,19.07,7.91,9.06
2021-03-25,28.94,45.51,1.54,987.09,30.72,23.57,7.54,3.26
2021-03-26,43.7,67.48,36.19,1018.53,15.41,20.83,2.81,5.29
2021-03-27,21.97,36.81,45.27,1020.93,83.99,20.0,6.35,2.42
2021-03-28,32.14,29.31,39.78,1000.23,6.38,23.49,1.19,2.97
2021-03-29,42.62,97.61,29.19,992.62,28.98,6.42,4.59,4.75
2021-03-30,13.59,21.76,33.57,986.34,30.64,23.29,7.88,6.69
2021-03-31,42.8,84.22,49.51,1010.77,16.09,11.82,4.6,4.31
2021-04-01,34.08,83.04,4.53,994.05,50.82,19.3,8.52,15.18
2021-04-02,12.37,43.78,33.36,1020.93,1.17,11.06,9.79,6.86
2021-04-03,20.53,30.85,14.17,1010.2,30.1,25.97,6.46,6.01
2021-04-04,34.79,31.65,32.0,1009.06,93.36,17.01,2.31,7.46
2021-04-05,12.36,75.79,30.38,1005.17,31.05,21.07,4.42,1.32
2021-04-06,30.38,71.42,7.67,982.06,36.05,24.85,1.09,2.26
2021-04-07,22.11,82.62,10.34,1021.94,47.32,27.38,6.42,3.32
2021-04-08,31.73,95.0,31.08,1008.26,56.17,23.3,8.39,2.48
2021-04-09,11.6,75.35,6.41,1024.73,80.87,8.72,6.67,7.52
2021-04-10,40.5,32.47,13.26,1004.18,19.03,26.36,8.07,0.11
2021-04-11,44.07,39.48,41.76,1011.95,87.17,20.46,8.2,0.94
2021-04-12,43.91,87.38,16.35,982.53,75.75,20.24,8.66,8.54
2021-04-13,36.24,36.74,24.4,1008.43,72.27,28.03,3.4,0.24
2021-04-14,14.55,25.8,47.06,1014.41,8.68,11.22,8.84,1.03
2021-04-15,36.54,76.26,11.36,1015.03,2.16,10.99,6.89,1.73
2021-04-16,10.86,52.2,19.48,1014.66,59.4,17.83,3.61,5.56
2021-04-17,10.77,93.6,30.32,990.18,86.31,23.77,9.89,3.29
2021-04-18,21.33,72.02,37.77,1023.89,58.44,16.18,9.55,12.37
2021-04-19,27.1,27.23,45.08,1024.78,21.32,20.85,6.17,1.03
2021-04-20,36.96,95.83,45.77,983.4,9.05,16.31,8.59,8.23
2021-04-21,33.92,40.68,38.83,1022.14,69.96,20.26,3.35,1.33
2021-04-22,25.61,46.98,11.42,993.03,72.18,25.56,4.74,1.13
2021-04-23,19.58,52.18,1.24,1011.02,17.25,9.51,2.66,2.76
2021-04-24,44.9,24.1,19.19,995.21,2.82,22.38,5.68,0.3
2021-04-25,24.92,59.72,7.08,1023.55,40.83,24.69,5.46,1.94
2021-04-26,25.8,29.87,35.52,984.57,58.27,16.18,2.92,1.76
2021-04-27,15.73,52.08,33.06,1002.4,70.6,13.08,7.06,0.7
2021-04-28,37.82,48.06,2.2,999.26,80.99,5.34,2.06,7.89
2021-04-29,34.28,81.83,41.83,994.67,61.05,24.93,1.56,1.95
2021-04-30,17.73,84.25,12.44,1009.05,11.09,13.2,4.46,16.05
2021-05-01,12.88,32.27,21.61,985.9,68.26,13.93,4.69,9.2
2021-05-02,33.82,49.32,33.4,1012.25,98.42,13.4,3.88,0.87
2021-05-03,32.91,49.87,21.47,1024.13,90.56,17.47,3.32,2.81
2021-05-04,19.56,32.11,22.06,1016.21,87.17,22.56,4.05,3.68
2021-05-05,43.28,83.88,3.28,1018.7,30.22,24.3,2.47,6.84
2021-05-06,15.29,76.58,20.07,996.18,75.08,14.81,4.63,8.67
2021-05-07,25.13,35.23,38.24,994.62,85.11,21.58,9.14,3.91
2021-05-08,43.03,49.34,45.76,1003.27,67.83,23.02,3.02,0.14
2021-05-09,24.69,28.46,20.67,982.06,25.06,12.42,7.16,2.63
2021-05-10,32.35,70.26,21.18,1022.54,95.38,7.42,2.28,8.64
2021-05-11,23.92,29.71,35.13,986.47,45.08,27.37,4.19,5.01
2021-05-12,19.6,98.87,47.14,1020.64,12.98,21.93,3.89,8.17
2021-05-13,44.44,82.45,13.35,983.76,10.98,21.2,9.43,4.48
2021-05-14,24.33,51.22,22.01,1017.02,64.75,6.47,4.85,0.18
2021-05-15,41.29,66.29,39.8,986.84,43.77,25.45,7.21,13.77
2021-05-16,18.05,92.91,30.48,981.72,9.45,19.15,6.42,10.01
2021-05-17,17.46,64.33,5.53,1012.38,74.04,26.2,2.27,0.54
2021-05-18,11.09,33.96,31.39,992.61,79.93,29.36,9.46,0.48
2021-05-19,32.81,50.3,9.34,1012.15,72.54,28.93,4.11,3.1
2021-05-20,22.9,87.45,25.51,1004.98,20.23,26.4,1.4,5.66
2021-05-21,40.25,71.54,26.46,984.9,68.98,5.27,3.7,1.93
2021-05-22,26.56,72.06,43.81,1021.95,1.07,27.14,4.02,0.59
2021-05-23,43.89,89.35,23.12,1000.35,30.51,6.88,1.83,2.86
2021-05-24,16.49,91.52,13.97,1013.05,39.88,26.28,6.58,1.65
2021-05-25,40.4,93.58,11.55,1002.55,83.52,12.0,4.12,1.73
2021-05-26,37.18,27.59,43.71,1007.2,39.04,20.25,6.66,4.14
2021-05-27,36.98,63.53,8.55,993.62,1.13,5.95,1.06,8.67
2021-05-28,39.57,79.24,21.29,989.02,35.23,24.28,9.84,3.27
2021-05-29,36.64,80.55,9.36,1004.42,49.89,7.79,2.53,4.65
2021-05-30,31.92,68.54,38.67,999.81,94.9,15.27,6.93,4.31
2021-05-31,14.59,33.34,23.72,997.56,94.1,25.44,7.44,3.2
2021-06-01,11.14,83.79,17.56,1010.27,18.09,22.38,2.54,1.49
2021-06-02,42.23,77.61,18.05,1011.07,18.51,5.15,2.01,1.9
2021-06-03,31.58,26.89,42.61,982.07,16.34,15.08,2.37,1.52
2021-06-04,37.88,57.1,27.69,995.24,78.89,6.05,3.22,9.98
2021-06-05,26.85,33.92,35.89,998.53,0.6,21.84,2.51,7.01
2021-06-06,14.11,47.0,44.85,984.36,12.72,29.22,7.07,3.46
2021-06-07,14.38,21.45,45.09,990.62,53.8,21.38,4.79,9.73
2021-06-08,33.99,52.03,16.43,982.32,24.76,10.61,5.84,8.7
2021-06-09,25.06,63.99,47.62,1024.83,9.24,13.88,1.43,10.51
2021-06-10,17.02,69.57,1.24,1013.15,35.99,29.42,8.75,1.0
2021-06-11,27.21,73.08,18.84,983.94,27.42,10.6,2.54,5.06
2021-06-12,12.25,86.9,44.79,980.91,51.11,19.04,4.24,3.76
2021-06-13,30.37,37.24,13.73,1012.37,97.92,15.01,1.65,5.29
2021-06-14,19.41,29.64,13.65,999.76,12.43,24.21,2.23,1.22
2021-06-15,37.91,88.12,15.13,1015.41,37.27,26.68,6.99,4.75
2021-06-16,20.86,32.53,30.62,1021.56,93.2,13.52,7.23,2.11
2021-06-17,25.93,97.98,21.92,1006.97,87.69,21.51,7.09,7.19
2021-06-18,10.41,87.4,36.34,988.42,39.43,18.73,5.97,6.35
2021-06-19,12.54,60.07,44.75,1015.2,69.9,11.96,9.57,0.95
2021-06-20,23.74,98.51,33.71,1023.01,8.79,11.8,5.56,0.81
2021-06-21,26.8,27.79,10.22,1006.11,71.25,18.47,5.04,5.06
2021-06-22,31.0,44.25,46.63,1010.69,97.29,8.85,3.23,3.2
2021-06-23,20.21,71.06,13.22,995.19,53.75,25.27,1.89,3.26
2021-06-24,34.32,48.0,7.49,997.17,49.85,6.73,5.93,5.59
2021-06-25,40.1,94.27,4.5,1013.06,18.73,7.36,3.83,7.72
2021-06-26,37.29,25.25,28.17,1021.75,63.38,13.56,5.72,1.09
2021-06-27,11.39,63.95,5.69,1008.3,59.04,7.95,2.86,3.24
2021-06-28,26.82,67.27,6.94,1015.54,65.19,16.89,8.54,7.06
2021-06-29,13.67,72.22,15.0,987.72,2.61,14.99,10.0,8.25
2021-06-30,18.47,40.45,14.08,989.54,54.87,23.05,3.9,1.36
2021-07-01,44.53,49.17,30.21,1003.94,59.49,28.83,8.58,0.44
2021-07-02,14.99,87.49,40.84,987.94,20.75,23.84,8.86,1.06
2021-07-03,27.46,35.6,38.07,1008.57,20.83,9.49,9.96,11.64
2021-07-04,31.64,86.15,13.12,993.12,27.62,28.39,4.08,2.48
2021-07-05,34.59,65.01,12.27,1015.62,71.17,14.8,7.8,2.17
2021-07-06,29.59,80.98,48.29,1016.36,60.63,16.85,3.06,0.05
2021-07-07,10.34,77.09,0.41,1000.87,84.58,15.54,6.62,0.21
2021-07-08,21.43,36.6,43.99,988.14,29.57,12.01,7.34,4.42
2021-07-09,28.12,65.51,9.99,1009.1,91.21,27.38,7.67,3.56
2021-07-10,13.08,89.42,47.36,1024.68,74.37,13.31,2.86,3.43
2021-07-11,22.27,54.57,17.12,1008.02,39.5,19.46,8.64,0.47
2021-07-12,11.16,97.33,22.02,981.61,9.53,11.0,4.79,1.74
2021-07-13,12.75,56.18,35.36,980.78,25.7,24.93,2.95,6.69
2021-07-14,23.89,31.42,29.38,994.42,95.68,24.35,5.88,0.77
2021-07-15,14.65,51.15,15.9,988.81,31.04,12.41,8.77,8.57
2021-07-16,29.86,96.14,27.69,1016.59,32.99,22.04,9.7,0.52
2021-07-17,34.13,45.58,36.54,1018.02,18.96,22.6,7.73,0.74
2021-07-18,38.02,89.45,2.12,991.64,80.69,19.06,1.05,2.6
2021-07-19,17.01,90.5,0.56,994.65,27.56,20.01,2.21,11.62
2021-07-20,15.86,48.01,22.9,990.63,33.03,19.36,1.69,1.6
2021-07-21,13.66,26.66,6.59,1020.88,41.43,7.05,1.91,4.29
2021-07-22,32.28,77.96,33.22,1002.62,43.37,21.76,4.45,3.55
2021-07-23,34.73,44.92,10.7,1009.53,41.13,16.74,4.05,0.65
2021-07-24,11.11,82.63,21.64,998.7,50.37,15.96,2.02,1.14
2021-07-25,42.77,55.41,9.88,1008.4,81.45,26.5,8.94,10.65
2021-07-26,11.82,58.82,27.42,997.36,81.93,5.58,6.54,0.82
2021-07-27,28.95,82.23,5.8,995.29,79.83,11.28,8.17,4.75
2021-07-28,34.82,50.59,1.16,1008.55,10.11,8.04,4.34,13.37
2021-07-29,40.48,55.45,2.56,1006.6,79.97,5.88,4.69,0.51
2021-07-30,34.99,50.1,47.71,993.21,12.03,11.89,3.86,2.04
2021-07-31,38.06,49.39,7.11,986.72,12.47,29.71,4.95,1.01
2021-08-01,21.88,62.08,35.42,996.59,94.79,11.76,6.49,1.0
2021-08-02,38.52,84.7,3.4,998.68,81.94,21.59,5.44,0.51
2021-08-03,12.8,48.94,5.41,1008.29,55.24,7.96,8.54,4.19
2021-08-04,41.32,61.94,25.44,1021.15,87.5,20.05,9.1,5.49
2021-08-05,29.17,73.66,23.24,981.63,98.94,29.61,5.23,4.52
2021-08-06,38.61,41.56,47.58,990.96,61.06,12.3,3.16,10.34
2021-08-07,25.83,42.2,47.24,988.72,61.29,26.2,9.51,0.63
2021-08-08,32.53,94.67,38.98,1002.6,75.44,29.94,7.62,1.54
2021-08-09,28.42,77.88,30.11,999.34,23.21,19.71,6.76,1.69
2021-08-10,35.61,66.17,22.75,1012.81,16.71,12.74,7.71,1.06
2021-08-11,12.86,71.82,17.81,990.91,75.96,21.84,1.68,0.61
2021-08-12,12.11,22.34,47.35,1006.75,34.49,26.12,1.61,2.67
2021-08-13,18.65,69.45,30.15,1019.77,13.51,9.28,2.38,7.19
2021-08-14,15.58,60.76,28.95,1020.98,31.49,16.31,2.33,12.36
2021-08-15,40.51,63.66,11.6,1023.15,35.86,12.98,4.79,0.55
2021-08-16,17.67,48.75,2.33,1014.8,96.52,12.08,2.42,6.93
